name,address,latitude,longitude,rating,reviews_count,place_id,price_level,types,borough,Code,Value,Code_earnings,Pay_2021,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Income Rank (where 1 is most deprived)
RSPCA Charity Shop - Crouch End,"18 Broadway Parade, London",51.5801062,-0.1233709,4.9,8,ChIJmSYE38AbdkgRdDSEQq6JPjE,1.0,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Marie Curie Charity Shop Crouch End,"32 Topsfield Parade, The Broadway, London",51.580718,-0.1226334,3.8,5,ChIJJdpdJ8EbdkgReFH_YCOyG0U,,"clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Oxfam,"12a The Broadway, High Rd, London",51.5962831,-0.1093742,4.2,23,ChIJeWJlrOMbdkgRPYF_1lDEnn0,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Shelter Charity Shop (Crouch End),"19, Topsfield Parade, Tottenham Ln, London",51.5801762,-0.1233047,4.5,10,ChIJzyHTI8EbdkgReT3bxlBL9ss,,"clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
All Aboard Shops Ltd,"224 W End Ln, London",51.5507637,-0.1912866,4.7,18,ChIJqyUP33gQdkgRXTElcEb0du0,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
North London Hospice Shop,"41 Golders Green Rd, London",51.57210689999999,-0.1974603,4.3,12,ChIJb5aELZoQdkgRi3Lfi1CVFUc,,"store, point_of_interest, establishment",Barnet,E09000003,"482,951",00AC,574.9,19287.450236966826,17048.81990521327
Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,16,ChIJaWAeY_0adkgRe7BkdadOkco,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Boutique by Shelter (Muswell Hill),"44 Muswell Hill Broadway, London",51.5896275,-0.1444802,4.6,5,ChIJI5_3ni0adkgRjt2lnVSsdGg,,"clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
North London Hospice East Finchley Shop,"123 High Rd, London",51.5914622,-0.1655593,3.7,9,ChIJp35zgiIadkgRWobxdtTihjg,,"store, point_of_interest, establishment",Barnet,E09000003,"482,951",00AC,574.9,19287.450236966826,17048.81990521327
Boutique by Shelter (St. Johns Wood),"84 St John's Wood High St, London",51.5329311,-0.1697944,3.5,4,ChIJCwZ6VFIbdkgRBQ3qsUy9Az4,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,7,ChIJxzoUObQadkgRUwb06URWMZQ,1.0,"clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Alex TLC Charity Shop Walworth Road,"378 Walworth Rd, London",51.4847113,-0.0939412999999999,4.4,7,ChIJu56NXp0EdkgRe1sB210Aw50,,"point_of_interest, store, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Sense,"329 Walworth Rd, London",51.48654130000001,-0.0945835999999999,3.8,20,ChIJoWDahJ0EdkgRze6qobh1b2o,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
"Shop from Crisis, Camberwell","23a Denmark Hill, London",51.4730327,-0.0929676,4.5,17,ChIJfcy-938DdkgRCxYfUcqAFF0,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Salvation Army,"339-341 Walworth Rd, London",51.48621720000001,-0.0943498,3.8,8,ChIJm2j2gWIDdkgRDAJDSxhb-Us,1.0,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Hotric Charity Shop,"54 Tower Bridge Rd, London",51.4956451,-0.0831275,4.8,23,ChIJbx7dO10DdkgRWdnBEkWSr1Y,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Cancer Research UK,"7, Butterfly Walk, Camberwell Green, London",51.4731268,-0.092526,3.9,7,ChIJbb5A9H8DdkgRUfP1ykXBAn8,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
"Shop from Crisis, Elephant & Castle","223-225 Walworth Rd, London",51.4890118,-0.0959993,4.7,61,ChIJI1xFd54EdkgRxf6nkia1aTk,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
EMWWOUL,"Coltash Court, 148 Whitecross St, London",51.52429900000001,-0.0935542999999999,3.7,41,ChIJ61zUHagcdkgRoK8FkBA78Zo,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Mary's Living & Giving Shop For Save the Children,"138 Upper St, London",51.5394521,-0.1027021,3.9,13,ChIJN81X-GYbdkgRb19_GGifP5k,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Marie Curie Charity Shop Highbury,"318-320 St Paul's Rd, London",51.5463023,-0.1027169,3.3,24,ChIJ2_GU02QbdkgRQSBXAfWR5ZA,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Sue Ryder,"72 Essex Rd, London",51.5381733,-0.0992663,4.1,27,ChIJD6SV0GAbdkgRlWZLtkxj8rM,1.0,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
RSPCA Charity Shop -Blackstock Road,"6 Blackstock Rd, London",51.5643184,-0.1041311,3.6,17,ChIJmWlJ5oQbdkgRFH-8MGzDDzY,1.0,"point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Marie Curie Charity Shop Finsbury Park,"272 Seven Sisters Rd, London",51.5643737,-0.1049262,3.5,10,ChIJqSMKxYQbdkgR6B3IIqyfIbs,,"clothing_store, point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Sue Ryder,"1 Market Pl, London",51.4925729,-0.0640131999999999,4.6,7,ChIJ45PfDBYDdkgRiPT4nSfQ3Qs,1.0,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
All Aboard Shops Ltd,"83 Streatham High Rd, London",51.43090919999999,-0.1292193,4.4,40,ChIJ04cPAigEdkgRAlsfl-_7YOY,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Boutique by Shelter (East Dulwich),"102 Grove Vale, London",51.4606764,-0.0754963999999999,4.1,8,ChIJj7r9MJcDdkgR-rK-ZjZkl14,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Mary's Living & Giving Shop for Save the Children - East Dulwich,"45 Lordship Ln, London",51.45910629999999,-0.0748134999999999,4.4,7,ChIJwxTIwpYDdkgRdkC-UuQgo1U,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
British Heart Foundation,"10 Rye Ln, London",51.4727518,-0.0701779,3.7,6,ChIJk3AMJjYDdkgR1ZOJ5urrofE,1.0,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Sense,"43 Rye Ln, London",51.47227849999999,-0.0696157999999999,4.8,5,ChIJE5gwEKADdkgRwmTWyXSDlJk,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
"Shop from Crisis, Peckham","160 Rye Ln, London",51.4679045,-0.0672273,4.6,20,ChIJH7cioT8DdkgRkMIUSmm77WA,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,6,ChIJ3-GCn5cFdkgRPcdhpVOYFRk,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam,"20 Half Moon Ln, London",51.45276800000001,-0.100155,3.8,26,ChIJPzJ4W3MEdkgR7HVM3W8RcPs,1.0,"book_store, electronics_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Cancer Research UK,"168 Balham High Rd, London",51.4445066,-0.1521127,3.2,9,ChIJWXb4fM8FdkgRVF-PzpXqD20,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Fara Kids Charity Shop - Pimlico,"40 Tachbrook St, London",51.4921587,-0.1388654,4.4,16,ChIJXeI2ROAEdkgRNplh80daPpw,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Shelter charity shop (Crystal Palace),"11 Westow Hill, London",51.4198485,-0.0825666999999999,4.5,11,ChIJm4T_-08BdkgRP8BMsYKnvYA,,"clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Oxfam Bethnal Green,"397-399 Bethnal Grn Rd, London",51.52708639999999,-0.0599263,4.5,20,ChIJ-RPVB14ddkgRjRbEKwEpZoY,,"book_store, electronics_store, clothing_store, home_goods_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Spitalfields Crypt Trust London,"385 Bethnal Grn Rd, London",51.5270066,-0.0605495999999999,3.7,23,ChIJH5R-E8UcdkgR0qzg0tc1Fng,,"point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Spitalfields Crypt Trust,"27 Whitechapel Rd, London",51.5166312,-0.0688266,4.3,30,ChIJA975-LQcdkgRpXONJwY1kI4,,"point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Mary's Living & Giving Shop for Save the Children - Little Venice,"11 Clifton Rd, London",51.5256573,-0.1789834,4.9,8,ChIJ40ATfKUadkgRrUbavFeeClk,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
The Silk Road,"62 Marchmont St, London",51.5252979,-0.1251722,5.0,7,ChIJI408nTAbdkgRQt75Rva_M8o,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
St Vincent's Hackney,"484 Kingsland Rd, London",51.5432752,-0.0758591,4.4,45,ChIJeV4g0ZMcdkgRE0xMHocDQbE,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Sense - Hackney,"307 Mare St, London",51.5460655,-0.0553343,4.1,15,ChIJSyU30eQcdkgRdspK0d1ElG4,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Traid Dalston,"106-108 Kingsland High St, London",51.5491916,-0.0751442,4.3,86,ChIJ89u4NIwcdkgR8oAByTVfSxg,,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
RSPCA Charity Shop - Stoke Newington,"180 Stoke Newington High St, London",51.5618115,-0.0735439,4.1,14,ChIJ4bP5KmEcdkgReidI7bFQweo,1.0,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Cancer Research UK,"101 Sydenham Rd, London",51.4260154,-0.0496835999999999,4.0,4,ChIJk8o40H4BdkgR5LhWnF3EouI,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Scope,"131 Sydenham Rd, London",51.425814,-0.0479302,4.7,3,ChIJafV3TX8BdkgR_auyzmI5AmQ,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Scope Camberwell,"42 Denmark Hill, London",51.4731357,-0.093329,4.6,8,ChIJdZYX-X8DdkgRladNOaGtUbM,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
British Heart Foundation,"106 High St, London",51.4155485,-0.0535978,3.4,5,ChIJP73SW3EBdkgRRNB00nyOdQQ,1.0,"store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Sue Ryder,"69 Sydenham Rd, London",51.4262025,-0.0510389,3.0,6,ChIJaakAyX4BdkgRs_V8gOUYhpM,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Paws,"2 Church Ln, London",51.4248704,-0.163232,3.4,11,ChIJE-CPT3MGdkgRLOnNiqvPkwA,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Sense,"104 High St, London",51.415579,-0.0539119,3.9,11,ChIJiY51WnEBdkgRPWtQRLHhtJY,,"store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Alex TLC Charity Shop Forest Hill,"81-83 Dartmouth Rd, London",51.4363303,-0.0549322,3.8,38,ChIJt9-FMtEDdkgRjEK2MII59T4,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
St Christopher's Shop - Sydenham,"270 Kirkdale, London",51.4266285,-0.0554938,4.2,24,ChIJ65zMiXwBdkgR--TXOLm1E1s,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Octavia Foundation,"58 Wilton Rd, London",51.4933489,-0.1410801,4.1,27,ChIJl3GpjRYFdkgRvKdscOfbqrw,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Sue Ryder,"30, 32 London Rd, London",51.4396082,-0.0552897,2.6,28,ChIJQxWntNEDdkgRj425PBlIVBI,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Octavia Foundation,"211 Brompton Rd, London",51.4973998,-0.1674381,4.5,27,ChIJOxO2HEEFdkgRiMN7pujgMB0,,"book_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Alex TLC Charity Shop Peckham,"45 Peckham High St, London",51.4734889,-0.0712575999999999,4.4,25,ChIJG50vZXUDdkgRd6nVPM0Hzmw,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,5,ChIJ8fUUmU0EdkgROcg7C7GHtwo,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Oxfam,"91 Marylebone High St, London",51.5200217,-0.1519255,4.2,47,ChIJPQj-HNIadkgRJCO8ZcuRZ_g,1.0,"book_store, electronics_store, home_goods_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Royal Trinity Hospice - Clapham Junction Shop,"73 St John's Rd, London",51.4613923,-0.1671984,3.3,12,ChIJv4aBdpcFdkgRkOcdJVsTnJI,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,7,ChIJuehXt0wFdkgRGN5H2JilS1A,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Boutique by Shelter,"49 Northcote Rd, London",51.4594101,-0.1662286,4.8,5,ChIJK86AdcsFdkgRt4jqa1dl6Ws,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Up Market Charity Shop,"48 Albion St, London",51.49968860000001,-0.0526192,4.7,25,ChIJizSYqSYDdkgRDGwucSTd-ys,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Royal Trinity Hospice - Balham Shop,"107 Balham High Rd, London",51.4453462,-0.1508785,4.3,6,ChIJBQkuPM8FdkgRz7GK47Ftzw8,,"clothing_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Paragon Trust,"223 Well St, London",51.5440226,-0.0471211,3.3,8,ChIJHXaQgOIcdkgRu1nnM2UzjAY,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Ayoka,"23 Old Ford Rd., London",51.5298752,-0.0542697,4.4,20,ChIJl-TO7dscdkgRRgTWB4OAJ-0,,"store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Prideaux House Charity Shop London,"407 Mare St, London",51.5491377,-0.0551664,2.3,15,ChIJxRG4BPscdkgRcUpBA-TiQRw,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Cancer Research UK,"34 Upper St, London",51.5347061,-0.1052211,3.9,19,ChIJNdUxNl0bdkgRDSePgWhDeFs,,"home_goods_store, clothing_store, point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
"Shop from Crisis, Islington","211 Upper St, London",51.5434334,-0.1034868,4.7,51,ChIJX_5pSC0bdkgREVIBCpZyV1s,,"point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
"Shop from Crisis, Dalston","74 Kingsland High St, London",51.5483582,-0.0751334999999999,5.0,14,ChIJ7c-6LcQddkgRHrdCb0fPqqo,,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
RSPCA Charity Shop - Clapton,"123 Lower Clapton Rd, London",51.5524723,-0.0529477,4.3,27,ChIJn2J9qf4cdkgRhi_aTe73AgQ,1.0,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Cancer Research UK,"81 Camden High St, London",51.5365024,-0.1405993,4.1,13,ChIJy5eW-R8bdkgRAkyABNE6vis,,"book_store, home_goods_store, clothing_store, point_of_interest, store, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
"Shop from Crisis, Finsbury Park","19 Stroud Green Rd, London",51.566813,-0.1080175,4.5,133,ChIJE8zht5AbdkgRXqyMyqBMwu0,,"cafe, point_of_interest, food, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Oxfam Shop Walthamstow,"2-4 High St, London",51.5815578,-0.033495,4.0,53,ChIJwZ6D7MYddkgRQ6WF4LMmoFM,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Sense,"484 High Rd, London",51.5933509,-0.0694694,4.2,13,ChIJp-QTGSIcdkgRda9n4lrb8ls,,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
British Heart Foundation,"Unit 2, Shopping Centre, 22 Winslade Way, London",51.4462668,-0.0204654,4.1,11,ChIJpxQPfRYCdkgResO3TgL20PI,1.0,"point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
TRAID Lewisham,"41-43 Lewis Grove, London",51.46127019999999,-0.0100676,4.9,19,ChIJk6gdPlcDdkgR36csc7QyRxs,,"point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Sense,"4 Winslade Way, London",51.4462346,-0.0204883,0.0,0,ChIJpxQPfRYCdkgREodSfEL1JAA,,"point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Sense,"46 Deptford High St, London",51.4761542,-0.0257246,4.1,12,ChIJ9R5x5fQCdkgR3RMM2UR6mA0,,"point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
British Heart Foundation,"98 Lewisham High St, London",51.4629462,-0.0107748,3.3,6,ChIJZapD2noCdkgRStnwWpmWsBg,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Cancer Research UK,"135 Lewisham High St, London",51.4610601,-0.0103338,4.2,13,ChIJ9wa-MXACdkgRSdDveCB14_g,,"clothing_store, home_goods_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Sue Ryder,"30/31 Winslade Way, London",51.4462348,-0.0204892,2.4,12,ChIJoTtOqjkDdkgRQ3nGe6eo_Sk,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
The Salvation Army,"33 Catford Broadway, London",51.4456473,-0.0203281,4.6,5,ChIJUdpOihYCdkgRGizNATSipCU,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Greenwich & Bexley Community Hospice Shop,"239 Greenwich High Rd, London",51.4790372,-0.0111975,4.3,12,ChIJ28VF94UCdkgROk3x4g7BrAo,,"store, health, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,4,ChIJSS914SUEdkgRhPdl28tebco,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Alex TLC Charity Shop Penge,"209 High St, London",51.4129616,-0.050775,4.7,7,ChIJ459rXHQBdkgRnlqRar3nWxw,,"store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Royal Trinity Hospice - Camberwell shop,"Unit 11, Butterfly Walk, Shopping Centre, Camberwell Green, London",51.4732046,-0.091905,4.4,7,ChIJO5t1JmUDdkgR0QIRbQuLt9g,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Spitalfields Crypt Charity Shop,"22 Market Wy, London",51.513077,-0.0151701,3.6,10,ChIJT-IKG7MCdkgR5lSy-pk0pXk,,"store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Emmaus (Tower Hamlets) Poplar Shop,"175-179 E India Dock Rd, London",51.5114016,-0.0140297,3.2,25,ChIJ7z4kSbICdkgRabauLqAPOQw,,"book_store, furniture_store, clothing_store, home_goods_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
St Christophers Hospice Shop,"85-87 Lordship Ln, London",51.4581306,-0.0749787,3.3,47,ChIJtdRqwJYDdkgROSG24I1y1i0,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Ald Life,"45 Peckham High St, London",51.4735002,-0.0713026,5.0,1,ChIJUfWiW3UDdkgRSbdRm5ZsGq8,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
"British Red Cross shop, Forest Hill","6 London Rd, London",51.4392402,-0.0540911,4.5,19,ChIJDxintNEDdkgRpU9EiwgsrFM,,"clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Islamic Relief Shop Whitechapel,"135-137 Whitechapel Rd, London",51.5178911,-0.0655680999999999,4.6,29,ChIJJcUunMscdkgRSgYCJ4LVdKQ,,"store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,22,ChIJE-uw4iQEdkgRaWFiMHohwGA,,"clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Mind,"96 Grove Vale, London",51.4609594,-0.075706,3.3,23,ChIJ_RaeN5cDdkgRZFozXkTapcA,1.0,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
St Christopher's Hospice,"113-115 Lewisham High St, London",51.4618599,-0.0097955,3.6,5,ChIJHQFzCpADdkgR-NSdVr_YkFc,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
British Heart Foundation Furniture & Electrical,"211-219, Old Kent Rd, London",51.4903938,-0.0802517,3.5,80,ChIJswHaIGkDdkgRzDQnr1BCACw,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Spitalfields Crypt Trust,"589, 591 Roman Rd, London",51.53348039999999,-0.0287731,4.1,14,ChIJKc1uLDwddkgRZ0s1FeVXDBs,,"store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Scope Camden,"73 Camden High St, London",51.5362998,-0.1403814,4.0,10,ChIJy5eW-R8bdkgRwjTBtipJrMw,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Cancer Research UK,"72 Highgate High St, London",51.5709437,-0.1482745,3.8,4,ChIJq1Mxkk4adkgRsGt1gj3UbYo,,"clothing_store, home_goods_store, point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Second Chance,"161 Blackstock Rd, London",51.5612153,-0.0988585999999999,4.8,12,ChIJlx_gQ4EbdkgROxmHOAmVqyI,,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Sense,"585 Lea Bridge Rd, London",51.575835,-0.0125652,3.4,9,ChIJCax-YI0ddkgRNwDQBjzIE8E,,"point_of_interest, store, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Mind,"202 Stroud Green Rd, London",51.5706812,-0.1148356,4.1,23,ChIJiT6z_pYbdkgRvmH6DLSL70s,1.0,"point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
TRAID Walthamstow,"106, 106a High St, London",51.5827102,-0.0284033,4.0,22,ChIJPTsp5t0ddkgRdZRyzDXxCj8,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
British Heart Foundation,"257 High St, London",51.5845062,-0.0223297,3.9,27,ChIJMTnW6-kddkgReXYbcfz_WvU,1.0,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
